code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,order,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno-So (Yendouma, JH and DT)",Ibi-So (JH),Donno-So (JH),Tomo Kan (Segue),Tomo Kan (Diangassagou),,"Tommo So (Tongo Tongo, JH)","Tommo-So (Tongo Tongo, LM)","Dogul Dom (Bendiely, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)",Mombo JH,"Mombo (Songho, KP)","Ampari (Nando, JH)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,"Bangime (Bounou, SE/JH)","Bangime (Bounou, AH)",,HS Songhay,TSK Songhay,,species,synonymy,book p,comment,domain,specimens
flora,flowering,flore,fleurissant,200,5,"Poaceae, Oryzaceae",,,50539,,,2011,,wild rice sp.,riz sauvage,,,,báw (< Songhay),,,,,,,,,,,,,,,,,,,,,,,,,,,,"tú:rè (2011, spcm seen)",,,,,,Oryza longistaminata,,,perennial (roots well-developed),plant,2004_138
flora,flowering,flore,fleurissant,200,5,"Poaceae, Oryzaceae",,,50540,,,2011,,rice,riz,,,,,,,árá,á:rá,árá,,árá,árá,árá,árà,ʔàrá,àrá:,,árá,árá,árà,,,,ɛ̀rɛ̀gè (Boui),ɛ́rɛ́,,ɛ́dɛ́,ɛ́dɛ́,,,,,,,"mò:, mùwⁿ-ò",mɔ̌:,,Oryza sativa,,,,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,"Poaceae, Oryzaceae",,,50541,,,2011,,wild rice,riz sauvage,,,,,,,,àrà gùlɔ́,árá-kásà,,,"àrà-[gùnɔ̀-nɔ́] (""rice-slave"")",àrà kɛ̌wⁿ,àrà-kádù,,àrà-jìgâ:,,,,,,ádùcìnà,,góló-ɛ̀rɛ̀gé (Boui),,,kùmàní ɛ̀dɛ̀,kùmàní `ɛ́dɛ́,,,,"tùúrè (SE, OK JH 05)",,,,,,Oryza sp. (wild),,,either of two wild rice cpp.,plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50542,,,2011,,grass sp.,poacée sp.,,kàtá,,sǒm bàràgází,"dɛ̀:gɛ́ lɛ́:gɛ̀ (""baboon's Dactyloctenium""), dɛ̀:gɛ̀-sàwâ (""baboon-grass"")",,"sǒm-sáɲû: (""horse-wild.fonio"")",yàwòyó,,,,àrà-dɔ̀gɔ́,"pélè ɛ̀mɛ̀ (""dove's sorghum"")",,"pyèlè-ʔɛ̀mbɛ́ (""dove-sorghum"")",,,kàráŋkànjà,xxx[elicit],"àsògó (also Panicum laetum), múlúgú kɔ́:gù (also Echinochloa colona)",,,"èmbà sàlàlâ:\\èmbà sàlàlɛ̂: (""sorghum long"")",,"pèdégèlè ɛ̀mbà (""dove-sorghum"", also Echinochloa colona)","pèdégélè ɛ́mbɛ́ (""dove's sorghum"")",,,gánjà,mbámbálá (also Echinochloa),,,,,"bàrì-gáns-ó (""horse-Panicum"")",,,Brachiaria lata,,,"beside ponds, long broad leaf (1-2.5 cm wide)",plant,2004_143/144/145
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50543,,,2011,,grass sp.,poacée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brachiaria mutica,,,"ricefield weed, perennial, Niger R",plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50545,,,2011,,grass sp.,poacée sp.,,,,,"dɛ̀:gɛ́ lɛ́:gɛ̀ (""baboon's Dactyloctenium""), dɛ̀:gɛ̀-sàwâ (""baboon-grass"")",,"sàɲù:-kǒw (""wild.fonio-shell"")",sà:yù: jém,[sà-ɲù:]-kôw,,,,,,,"pèlè-ɛ́mbɛ̀: (""dove-sorghum"")",,,,,,,,,,,dàwⁿà nárá èmbà,dàwⁿà nárá ɛ́mbà,,,,gǎnjá (SE),,,,"bàr-àŋ-gànsí (""horse-fonio""), bàrí-kǎrbù (""horse-..."")",,Brachiaria sp. (lata/xantholeuca),,,either of two spp.,plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50697,,,2011,,grass sp.,poacée sp.,,,,,,,,,,,,,,,"pyèlè-ʔɛ̀mbɛ́ (""dove-sorghum"")",,,,,,,,,,,,,,,dìbìtà-púttà,,,,,,,,Brachiaria villosa,,,,plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50544,,,2011,,grass sp.,poacée sp.,,,gá:njúm ~ gá:ɲúm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sáyù (SE),,,kàwl-ò [verify ID],,,Brachiaria xantholeuca,,,"moist sand, among rocks (Hombori)",plant,2004_149/150/151
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50546,,,2011,,burrgrass,cram-cram,,kónóŋ,kómdó,kó:rúmùrô:,kɔ̀rⁿî,,kómnó,kómdó,kómnó,,kó:nó,kòlmó,,kólòmmɔ̀,kwínní,kúnní:,,kòlùmbó,kòlùmbó,"kólòmbò (Bendiely), mɔ́nmɔ̀n (Kundiala)",kólmbò,kólmbó,kólmbú-ŋgó\\kólmbé,kòròmbò (Boui),kólómbó,kólómbó,kórúmbó,kórómbó,kòlmbò,kólmbó,,"kɛ̀bɛ́ (SE), kɛ̀bɛ́ (JH 05), dòndándò (JH 05 but cf. Pupalia)",,,dà:n-ò,dà:ní,,Cenchrus biflorus,,,"burrs attach to clothing (cf. Pupalia), forms prairies in sandy plains",plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50547,,,2011,,grass similar to burrgrass,poacée qui ressemble au cram-cram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cenchrus ciliaris,,,woolly inflorescence 1-2.5 cm wide,plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50565,,,2011,,grass sp.,poacée sp.,,sɔ̀lɔ̀-gǔyⁿ,sàrⁿàmbǔ:,sàwà-[pùrúm-pùrùm],"sàmìrⁿà-[bú-bùrî] (""soap-..."")",,"bù:ⁿ-nà:-bǔ:ⁿ (""...-mother-.."")",sàmnà-bùgú,,,,àbú:,xxx,à:bǔ:,gɔ̀ⁿ-kwɛ̀njɛ́ⁿ,"jèⁿ-kóyⁿ-jéⁿ, gòyⁿ-kóyⁿ-jéⁿ",,ààbùú,ààbú,à:fú ~ à:pú,ànɛ̀:mbɛ́,sàrⁿàpùn,sɔ̀m-bɔ̀rɔ̀ndɛ́-ŋgó\\sɔ̀m-bɔ̀rɔ́ndɛ́,"bɔ́lɔ́ndɛ́ ~ bɔ́lɔ́ndɔ́ (Tanga, Boui)",bó:lêwⁿ,bó:lêyⁿ,bórè,bórè,xxx,bòlè,,"kùrɛ̀ɛ́ ìtǐⁿ (SE), kɔ̂:ⁿ ~ kɔ́: ŋ gújɛ̀ (JH 05)",,,bòkùdòl-ò,bɔ̀gɔ̀dɔ̀lɔ̀,,Cenchrus pedicellatus subsp. pedicellatus,Pennisetum pedicellatum,,"small grass, white or reddish spikes",plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50566,,,2011,,grass sp.,poacée sp.,,,,,,,,,,,,,,,,,,tàràà-dúlɔ́,xxx[elicit],xxx,,,,,bó:mbà,,"[òndò-gé]-dùrɔ̀ (""monkey tail"", also Setaria)",,,,,,,,,,,Cenchrus polystachios subsp. polystachios,Pennisetum polystachion subsp. polystachion,,tall grass,plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50548,,,2011,,grass similar to burrgrass,poacée qui ressemble au cram-cram,,,"kòmdò-gùlɔ́ (""burrgrass-slave"")",,"bɛ̀là-kɔ̀rⁿî (""Bella-burrgrass"")",,"kòmnò-kùràŋgú (""burrgrass-..."")",kòmdò-gùlɔ́,,,kò:nò àrⁿá,kòlmò bù:-bá:,kórú-mô:ⁿ,kúlùmmɔ̀,kwínní,"kùnnì-gùnàní (""burrgrass-slave"")",,kòlùmbó,"kòlùmbò yàá (""cram.cram female"")",kòlòmbò ɔ́nɔ̀nɔ̀,kòlmbò ɔ́rⁿàngɔ̀,kólmbó,,"bɔ́lɔ́ndɛ́ ~ bɔ́lɔ́ndɔ́ (Tanga, Boui; see Pennisetum pedicellatum)",,,kórúmbó yɔ̀,kórómbó yɔ̂:,,,,,,,,,,Cenchrus prieurii,,,woolly infloresence 2-4 cm wide,plant,2004_169
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50564,,,2011,,millet (pearl millet),"mil, petit mil",,,,,,,ɲú:,yú:,,,ɲú:,yǔ:,yǔ:,yú:,ʔínjá,ínjà:,,yúú,,síyɛ́,,,,,sé:ŋgè,,sêy,sêy,sé:ŋgè,sè:ŋgè,,,,,hèyn-ò,hàynì,,Cenchrus spicatus,Pennisetum glaucum,,primary staple grain,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50549,,,2011,,grass sp.,poacée sp.,,bàrmàtàŋá,jàmsěy,dɔ̀ŋú-léré,"lɛ̀:gɛ̀-séméré ~ lɛ̀:gɛ̀-sémbéré (""Dactyloctenium-fringe"", grain spikelets resemble tassels)",,"bàmànà-tàŋá ~ bàrmà-tàŋá (""grass-span"", cf. bèrú 'grass', because it lays roots at each node)",,bàrmà-tàŋá,,,,yɛ̀:-sɔ̀:rⁿú,yàgàlàn-dǒŋ,yàná kùbɛ̀ⁿsɛ̀:rɛ́,,,jàŋ-yàdá,"kèɲɲè pàlá, kɛ̀ɲɲɛ̀ pàlá (JH < Ramata, ""cotton long""), jàm àdá (""dyer-twine.rigging"")","pɔ̀ŋɔ́-pɔ́ŋùlɔ̀, yàgìlmàndúŋ",yàwàrⁿá,,jàmbè-àjâ:\\jàmbò-àjɛ̂:,,tǎ:ⁿ-tà:ⁿ,tǎ:ⁿ-tâ:ⁿ,púndá yɔ̀gè sɔ̀jɛ̀rɛ̀,,xxx,"kɔ̀jì-sà: (""herb-..."")",,"tɛ̀mɛ̀rɛ́ŋkʷɛ́ɛ́rⁿɛ̀ (SE?), tɛ̀mɛ̀nɛ̀ⁿ kʷirⁿɛ̀ (JH 05)",,,bòn-tàk-ò,"kíró-kɛ̀: (""bird-foot"")",,Digitaria ciliaris var. ciliaris,,,5-12 rigid racemes emerge at about same point,plant,2004_121/122/123/124/125/126
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,,,,2011,,grass sp.,,,,,,,,,,,,,,,,,,,,,"yàpày wé kíŋgìlè pìlɛ̀m (""old women's white hair"")",,,,,,,,,,,,,,,,,,Digitaria debilis,,,,plant,2011_033 Bendiely
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50550,,,2011,,fonio (grain),fonio (céréale),,,,pɔ̌ⁿ,pɔ̌:ⁿ,,pɔ̀ŋɔ́,pɔ̌:ⁿ,,,pɔ̀ŋɔ́,pɔ̌:ⁿ,pɔ̌:ⁿ,pɔ̀ŋɔ́,,,,pɔ̀ɔ́ⁿ,pɔ̀ɔ́ⁿ,pɔ́ŋɔ́,,,,,pɔ̂:ⁿ,,pɔ̂:ⁿ,pɔ̂:ⁿ,,pɔ́:ŋgè,,,,,,,,Digitaria exilis,,,cultivated,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50551,,,2011,,grass sp.,poacée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digitaria horizontalis,,,4-15 nonrigid racemes emerge not so closely together,plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50552,,,2011,,grass sp.,poacée sp.,,,,,,,,bɔ̀rɔ̀-mà-tàŋá,,,bèrù-jɛ́ⁿ,,,,,"cèrì:ⁿ-kwê: (""stem-nothing"")",,,,,,bùlɔ̀-mà-tâ:ⁿ,,"pɔ́:ⁿ-èlà (Boui, Tanga)",,,,yàgàdà kɔ̀jí yɔ̂:,,,,,,,,,,Digitaria sp. (ciliaris/horizontalis),,,,plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50553,,,2011,,grass sp.,poacée sp.,,,,sǒm bàràgází,"pà:ŋgò:-bèrí (""elephant-fodder"")",,"sǒm-sáɲû: (""horse-wild.fonio"")",,sóm-sáɲû: [initial tone],,,,,,,,,sǒŋ-ɛ̀mmɛ̀,xxx[elicit],"pɛ́rúgúrù kɔ̀:gɔ̀, múlúgú kɔ́:gù (also Brachiaria)",,sà:-yú:,"gánjú: = gánjú-ŋgó\\gánjí, íŋgé-kùl gànjì",,"pèdégèlè ɛ̀mbà (""dove-sorghum"", also Brachiaria lata)",,"sà:ndá kɔ̀jùwè (""Sesbania herb"")",,xxx,mbámbálá (also Brachiaria),,"tá:rⁿá (JH 05), gànjá (JH 05)",,,"bàrì-gáns-ó (""horse-Panicum"")","bàr-àŋ-gànsí (""horse-fonio"")",,Echinochloa colona,,,"short, resembles Brachiaria spp., leaf 0.4-0.8 cm wide, no ligules",plant,2004_146/147/148
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50554,,,2011,,tall grass sp.,grande poacée sp.,,,"nì:yⁿì-pɔ̌:yⁿ (""bird-fonio"")",,,,,,,,,,,,,"jí-cèrî:ⁿ (""water-stick"", culms used by children as straws for sucking water, also Panicum)",,,,,,,búrgù\\búrgì,,,,,,,,,,,,,,,Echinochloa pyramidalis,,,"tall (2m), spikelets without awns",plant,2004_152 Najamba
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50555,,,2011,,tall grass sp.,grande poacée sp.,,,,"bǔ:rù, búrgù",,,,,búrgù,,,,,,,,,,,,,,,,,,,,,,,,,,,bǔrgù ~ bùrúgù,,Echinochloa sp. (tall),,,either E. pyramidalis or E. stagnina,plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50556,,,2011,,tall grass sp. (bourgou),grande poacée sp. (bourgou),,,,,,,,,,,,,,,,,,,,píndín-tí:nù,,,búrgù\\búrgì,,,,,,,,,"gǎnjá (SE, 2 spcm's), tá:rⁿà (2011)",,,"gò:r-ò súb-ò (""swamp's grass"")",,,Echinochloa stagnina,,,"tall (2m), in water, spikelets awned",plant,2004_139
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50557,,,2011,,grass sp.,poacée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panicum anabaptistum,,,"inundated sandy areas, tall (1m), panicle sparse",plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50558,,,2011,,grass sp.,poacée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panicum fluviicola,,,"river edge, inundated areas; tall (1m)",plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50559,,,2011,,wild fonio (grass),fonio sauvage (poacée),,gà:ⁿsí (< HS),sà:-yú:,"ɔ̀rɔ̀-pɔ̂ⁿ, gàyⁿsí (< TSK)",sà:-yú:,,"sà-ɲú: (""bird-fonio"")","sà:-yú: (""bird-fonio"")",sà-ɲú:,,,sà:-yú:,sà:ɲú:,"sàdá: pɔ̀ŋɔ̀ (""bird fonio"")",,,,gwàá,"sòm ɛ̀mmɛ́ (""horse-sorghum"")","lègé:gù pɔ̀ŋɔ̀ ~ lègè:gù-pɔ̀ŋɔ́ (""bird fonio"", also Sporobolus), àsògó (also Brachiaria)",sà:-yú:,sà:-yú:,"gwǎ:-ŋgò\\gwa᷈:, gwa᷈:\\gwɛ᷈:",gáyⁿá (Boui),"kɔ́zí-ɲâ: (""grass-food"")",,tèwèré èmbà,tèwèré`ɛ́mbà,gánjà,,,págírì (JH 05),,,gàns-ò,gànsí,,Panicum laetum,,,small grass with abundant grains (edible),plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50560,,,2011,,tall grass sp.,grande poacée sp.,,,bà:rⁿàm-bǎm,sámà-nɛ́nɛ̀ (also Schoenefeldia),"dùŋì-dúrâ (""elephant-tail""), pà:ŋgò:-dúrâ (""elephant-tail"")",,"ní:-sɔ̌:rⁿɔ̀ (""water-sprinkle"", cf. verb sɔ́rɔ́)","[sà:-yù:]-gùlɔ́ (""[bird-fonio]-slave"")",,,,,,,,"jì-cérî:ⁿ (""water-stick"", culms used by children as straws for sucking water, also Echinochloa)",,ààŋìyɛ̀ⁿ-ɛ̀mmɛ́,"gɔ̀ɛ̀ⁿ dúlɔ́ (""elephant-tail"")",gùmmó,,,bàn-dúlɔ̀:\\[bà-mbò]-dúlɛ̀:,gàyⁿà báy (Boui),pɛ́jáwⁿ,,tèwèré èmbà,tèwèré` ɛ́mbà,,,,"bʷóòntíⁿ (SE spcm 1), pembé (SE spcm 2), búwə̀ncíⁿ (JH 05)",,,,bàŋgá ~ bàgá,,Panicum subalbidum,,,"tall (2m), in shallow inundated areas, abundant grains in panicle",plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50561,,,2011,,grass sp.,poacée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panicum turgidum,,,Timbuktu-Gao and north,plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50562,,,2011,,tall aquatic grass sp.,grande poacée aquatique sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bàŋgá ~ bàgá,,Paspalidium geminatum,,,"aquatic (rivers, ricefields, rock ponds)",plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50563,,,2011,,grass sp.,poacée sp.,,,bàrà:-sàwâ:,àràyàdùrúm,,,,,,,,,,,,,,,,"kɔ̀:gù pɛ́ŋɛ̀n-tà:ndù (""grass node-three"")",,,,,,,"kɔ̀jí tùmá-è (""herb-stick"")",,,,,,,,,,,Paspalum scrobiculatum,,,moist areas,plant,
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50567,,,2011,,grass sp.,poacée sp.,,dìŋgìlíyà,,ɔ̀mùrⁿɔ̀-kû:,,,,ɔ̀yɔ̀ yòròlú,,,,,,,,"bùmà-gùnàní (""grass.sp.-slave"")",,tàràà-dúlɔ́,xxx[elicit],kɔ: gu:noru ya:gu,,,,,,,"[òndò-gé]-dùrɔ̀ (""monkey tail"", also Pennisetum polystachion)",òndògé dúrɔ̀,,,,,,,,"hàylá-háfɛ̀ (""cat-tail"") (also Tetrapogon)",,Setaria pumila,,,"terminal spiciform infloresence, pale or reddish",plant,2004_165/166/167
flora,flowering,flore,fleurissant,200,5,"Poaceae, Paniceae",,,50568,,,2011,,grass sp.,poacée sp.,,,,,"ɔ̀mɔ̀rɔ̀-kɔ̀rⁿî (""monkey-burrgrass"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Setaria verticillata,,,"terminal spiciform inflorescence, pale green",plant,2004_267 Anda
flora,flowering,flore,fleurissant,200,5,"Poaceae, Triticeae",,,50569,,,2011,,wheat,blé,,,,,,,álkámà,àrkámà [tone],,,àlká:má,àlkámà ~ álkámá,álkámà,àlkàmá,,àlkàmá,,árkàmà,xxx[elicit],árkàmà,,,,,,,árkámá,árkámá,,,,,,,ʔàlkám-ò,,,Triticum aestivum,,,cutlivated in southern Mali,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Polygalaceae,,,50570,,,2011,,herb sp.,plante herbacée sp.,,,,dùrá-sáwà:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygala arenaria,,,edges of drying floodplain,plant,2006_043 Walo
flora,flowering,flore,fleurissant,200,5,Polygalaceae,,,50694,,,2011,,tree sp.,arbre sp.,,,tɔ̀rɔ̂:,,,,tɔ̀rɔ́,,,,,,,,tɔ̀rɔ̀,,,tɔ́rɔ́,xxx[elicit],tɔ́rá,,,,,tɔ́rɔ̀,,tɔ́dɔ̀,,tɔ́rɔ̀,,,,,,,,,Securidaca longepedunculata,,,,plant,
flora,flowering,flore,fleurissant,200,5,Polygonaceae,,,50571,,,2011,,aquatic herb sp.,plante herbacée aquatique sp.,,,,"sàwà kómbó (""grass weak"")",,,"dànà-dâm (""hunter-tinder"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gàw-dàmbú (""hunter-tinder"")",,Persicaria decipiens,Polygonum salicifolium,,in stagnant water; soft root matter used as flint tinder,plant,
flora,flowering,flore,fleurissant,200,5,Polygonaceae,,,50572,,,2011,,aquatic herb sp.,plante herbacée aquatique sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persicaria senegalensis forma albotomentosa,Polygonum lanigerum var. africanum,,"edge of river (Ansongo), leaf underside woolly",plant,
flora,flowering,flore,fleurissant,200,5,Pontederiaceae,,,50573,,,2011,,herb sp.,plante herbacée sp.,,tórú-kùrⁿì,kùrⁿù-gùlɔ́,"njɛ̀-kùmùrⁿá (""dog-water.lily"")",,,,,,,,,,,,,,,,"ʔə́ɲì kɔ̀:gù (""water herb"")",,,"[íŋgé kùl] tɔ̀ndɛ̀-ŋgò\\tɔ̀ndɛ̀ (""[water in] vine"")",,,,,,,,,,,,,pɛ̀y-pɛ̌yyâ: ~ pɛ̂y-pɛ̂yyâ:,,Heteranthera callifolia,,,edge of seasonal ponds,plant,
flora,flowering,flore,fleurissant,200,5,Pontederiaceae,,,50574,,,2011,,herb sp.,plante herbacée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monochoria brevipetiolata,,,reported Sangha,plant,
flora,flowering,flore,fleurissant,200,5,Portulacaceae,,,50575,,,2011,,herb sp.,plante herbacée sp.,,,,"dùŋgù-bèrú (cf. Farsetia), nà:-lɛ̀mbìrɛ̂: (""cow-tongue"")",,,,bònì:-kò:rò kúrɔ́-mɛ́:njɛ̀,,,,,,,,,,gɛ̀nsɛ̀nɛ̀-kèrú (1 of 2),"kèrù mínú kèru, mìní kèrù (JH < Ramata, ""wound grass"", sap squeezed out and applied topically on wounds)",,,,,,,,,,,,,,,,,,,Portulaca foliosa,,,leaf terete (circular cross-section),plant,"2004_013, 2006_046"
flora,flowering,flore,fleurissant,200,5,Portulacaceae,,,50576,,,2011,,purslane (weed),pourpier (plante herbacée),,"pàràmpàràm-jěm, yà:gìrèy bǎw","ná:-lɛ̀mdɛ̂: (""cow-tongue"")","nà:-lɛ̀mbìrɛ̂: (""cow-tongue"")",bòndí-kǒ:rô,,"pùlà-jídù (< Ful ""Fulbe-friend"")",bònî:-kó:rò,ònògòrò-gɛ̀:mɛ́,,,,,,xxx,"jí-càgàrí: (""water-..."", stem succulent)",,dàdàɡùlá,dàdàɡùlá,"dàŋùlú kùsùkùsù, dànà: kɔ̀:gú",dà-ìmɛ̀lú,pùlì-yɛ̀-mú zǐ:rù,tàkóbùlù:\\tàkóbìlì:,ògòlò-dònjò (Boui),,,tɔ̀gù-tɔ̀gú nùmà,tògùtògú numa,xxx,,,kùjɛ̀-ní:ntɛ̀ (JH 05/11 also Boerhavia),,,"gònj-èy záɲɲ-à: (""chickens' bracelet-Dimin"")",háw-dɛ́lɛ̀,,Portulaca oleracea,,,"succulent reddish stem, yellow flower",plant,
flora,flowering,flore,fleurissant,200,5,Portulacaceae,,,50577,,,2011,,herb sp.,plante herbacée sp.,,,,,,,,,,,,,,,,,,,,,,,,ògòlò-dònjò (Boui),,,,,,,,,,,,háw-dɛ́lɛ̀,,Portulaca quadrifida,,,far north; leaf woolly at nodes,plant,
flora,flowering,flore,fleurissant,200,5,Ranunculaceae,,,50578,,,2011,,liana sp.,liane sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clematis hirsuta var. glabrescens,,,"Hombori, southern Mali",plant,
flora,flowering,flore,fleurissant,200,5,Rhamnaceae,,,50579,,,2011,,shrub similar to jujube,arbre sp. qui ressemble au jujubier,,"tà-òrbú (""hyena-jujube"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziziphus abyssinica,,A438,top of Tabi mtn,plant,summit Tabi mtn
flora,flowering,flore,fleurissant,200,5,Rhamnaceae,,,50580,,,2011,,jujube (shrub),jujubier,,òrùbú ~ òrbú,èrèmbú,èrèmbú,èrèmbí,,òròwó,èrùwé,òrùwó,,òrùwó,ɔ̀rⁿɔ̀ŋú ~ ɔ̀rɔ̌ŋ ~ ɔ̀rɔ̀gú,ɔ̀rⁿùŋgú,sɛ̀ŋɛ̀ndɛ́,ʔólé,ólè:,,òlǒm,òlǒm,sɛ́ŋgírɛ́,è:mé,èlèm,sɛ̌ndɛ̀-ŋgò\\sɛ̌ndɛ̀,sé:ndá (Boui),éllêwⁿ,éllêwⁿ,tɔ́mbɔ́,tɔ́mbɔ́,tèn-têwⁿ,èlèm,,,,,dà:r-ò,dà:rêy,,Ziziphus mauritiana,,A440,plains; edible fruits eaten or made into cakes,plant,
flora,flowering,flore,fleurissant,200,5,Rhamnaceae,,,50581,,,2011,,shrub sp. (false jujube),arbuste sp. (faux jujubier),,"tà-òrbú (""hyena-jujube"")","[tì-tà:]-èrèmbú (""hyena-jujube"")","tà-èrèmbú (""hyena-jujube"")","[tà-tà:]-èrèmbí (""hyena-jujube"")",,"tǎ:-órówò (""hyena-jujube"", also Capparis)",tà-tà: èrùwé,,,tǎ: órùwò,"tì-tǎ: ɔ́rⁿɔ̀ŋù, tà:-ɔ̀rⁿɔ̀gú",,"tàrâ: sɛ̀ŋɛ̀ndɛ̀ (""hyena jujube"")",tà:-ʔólé,tà:-òlé:,,tàràà-òlǒm,,"tàwá: sɛ̀ŋgìrɛ̀ (""hyena's jujube"", also Capparis)",tà:-èmé,"tà:-èlèm (""hyena-jujube"")","dàl-sɛ̌ndɛ̀-ŋgò\\dàl-sɛ̌ndɛ̀ (""Dal.zone-..."")",tá:-sè:ndá (Boui),tà:-éllêwⁿ,"tà: élêwⁿ (""hyena jujube"")",kùmàní tɔ̀mbɔ̀,kùmàní ` tɔ́mbɔ̀,"tèn-tén nòlò (""male""), kà:yⁿé tèn-têwⁿ (""hyena's jujube"")","tà:ⁿ élêm (""hyena-jujube"")",,sáŋkárá ~ sáŋgárá (JH 05),,,,"kɔ́rɔ̀-yⁿá::-dà:rêy (""hyena-mother-jujube""), kɔ́rɔ́-dà:rêy (""hyena-jujube"")",,Ziziphus mucronata,,A441,"beside ponds, most common but not the only ""false jujube""",plant,
